Regime,Forest_type,Species,Distance,DBH,Height,Stem_Volume,,
Buffer_zone,STMHWF,Cleistocalyx operculatus,4,21,15,0.129885221,,
Buffer_zone,STMHWF,Terminalia alata,14,21,8,0.069272118,,
Buffer_zone,STMHWF,Shorea robusta,9.5,21,13,0.112567192,,
Buffer_zone,STMHWF,Terminalia alata,12,21,12,0.103908177,,
Buffer_zone,STMHWF,Shorea robusta,13,21,15,0.129885221,,
Buffer_zone,Saal,Shorea robusta,17.5,21,25,0.216475369,,
Buffer_zone,Saal,Shorea robusta,14,21,14,0.121226207,,
Buffer_zone,Saal,Shorea robusta,6,21,15.8,0.136812433,,
Buffer_zone,Saal,Shorea robusta,15,21,13.7,0.118628502,,
Buffer_zone,Saal,Cleistocalyx operculatus,11.5,21,14.2,0.122958009,,
Buffer_zone,Saal,Shorea robusta,2,21,18,0.155862266,,
Buffer_zone,Saal,Terminalia alata,7.5,21,13,0.112567192,,
Buffer_zone,Saal,Shorea robusta,4,21,12,0.103908177,,
Buffer_zone,Saal,Shorea robusta,6,21,11,0.095249162,,
Buffer_zone,Saal,Shorea robusta,12,21,12.8,0.110835389,,
Buffer_zone,Saal,Cleistocalyx operculatus,6.5,21,8.5,0.073601625,,
Buffer_zone,Saal,Shorea robusta,14,21,9,0.077931133,,
Buffer_zone,Saal,Shorea robusta,15,21,7.5,0.064942611,,
Buffer_zone,Saal,Cleistocalyx operculatus,7.5,21,13,0.112567192,,
Buffer_zone,Saal,Cleistocalyx operculatus,9,21,7,0.060613103,,
Buffer_zone,Saal,Terminalia alata,4.5,21,14.2,0.122958009,,
Community,Saal,Shorea robusta,13,21,16.1,0.139410137,,
Community,Saal,Shorea robusta,7.3,21,11.2,0.096980965,,
Community,Saal,Shorea robusta,11,21,11.5,0.09957867,,
Community,Saal,Shorea robusta,16,21,11.2,0.096980965,,
Community,Saal,Shorea robusta,11.1,21,17.2,0.148935054,,
Community,Saal,Shorea robusta,1.5,21,8.1,0.070138019,,
Community,Saal,Shorea robusta,10,21,10.2,0.08832195,,
Community,Saal,Shorea robusta,14,21,12.5,0.108237684,,
Community,Saal,Shorea robusta,15,21,10.5,0.090919655,,
Community,Saal,Shorea robusta,18,21,11.9,0.103042276,,
Community,Saal,Shorea robusta,16,21,13.8,0.119494404,,
Community,Saal,Terminalia alata,7,21,8.7,0.075333428,,
Community,STMHWF,Cleistocalyx operculatus,17,21,9.2,0.079662936,,
Community,Saal,Shorea robusta,7.5,21,17.5,0.151532758,,
Community,Saal,Shorea robusta,15.5,21,12.5,0.108237684,,
Community,Saal,Shorea robusta,15.5,21,11.5,0.09957867,,
Community,Saal,Shorea robusta,7.5,21,8.5,0.073601625,,
Community,STMHWF,Cleistocalyx operculatus,16.5,21,7.5,0.064942611,,
Community,STMHWF,Rhus wallichii,9,21,6,0.051954089,,
Community,STMHWF,Terminalia alata,13,21,13.5,0.116896699,,
Community,Saal,Shorea robusta,18,21,9,0.077931133,,
Community,Saal,Shorea robusta,13,21,9,0.077931133,,
Community,Saal,Shorea robusta,16,21,15.5,0.134214729,,
Community,STMHWF,Cleistocalyx operculatus,16,21,6.7,0.058015399,,
Community,Saal,Shorea robusta,13.2,21,12.2,0.10563998,,
Community,Saal,Shorea robusta,18.2,21,13.2,0.114298995,,
Protected,Saal,Shorea robusta,6.5,21,15,0.129885221,,
Protected,Saal,Shorea robusta,7,21,13.5,0.116896699,,
Protected,Saal,Cleistocalyx operculatus,7.5,21,10,0.086590148,,
Protected,STMHWF,Lagerstroemia parviflora,16,21,13.1,0.113433093,,
Protected,TMHWF,Terminalia alata,14,21,13,0.112567192,,
Protected,TMHWF,Terminalia alata,17,21,14,0.121226207,,
Protected,STMHWF,Shorea robusta,7,21,12,0.103908177,,
Protected,STMHWF,Terminalia alata,5,21,7.5,0.064942611,,
Protected,STMHWF,Terminalia alata,18,21,12.5,0.108237684,,
Protected,Saal,Shorea robusta,11,21,13,0.112567192,,
Protected,Saal,Shorea robusta,12,21,16,0.138544236,,
Protected,Saal,Shorea robusta,17,21,14,0.121226207,,
Protected,Saal,Shorea robusta,13,21,15,0.129885221,,
Protected,Saal,Shorea robusta,8.5,21,13,0.112567192,,
Protected,Saal,Shorea robusta,9,21,13,0.112567192,,
Protected,Saal,Cleistocalyx operculatus,4,21,7,0.060613103,,
Protected,Saal,Shorea robusta,17,21,13,0.112567192,,
Protected,Saal,Lagerstroemia parviflora,18.5,21,12.5,0.108237684,,
Community,TMHWF,Terminalia alata,8.5,21.2,11.3,0.099719492,,
Buffer_zone,Saal,Shorea robusta,5,21.3,11,0.097990006,,
Community,Saal,Shorea robusta,19.3,21.3,8.6,0.076610368,,
Buffer Zone CF,Saal,Shorea robusta,16,21.5,17,0.154296378,,
Buffer_zone,Saal,Shorea robusta,7,21.5,14.7,0.133420986,,
Community,STMHWF,Shorea robusta,10,21.5,8.5,0.077148189,,
Protected,TMHWF,Dillenia pentagyna,19,21.5,11.1,0.100746459,,
Buffer_zone,Saal,Shorea robusta,16,21.6,14.3,0.131000644,,
Buffer_zone,Saal,Shorea robusta,15.5,21.6,15,0.137413263,,
Buffer_zone,Saal,Shorea robusta,17,21.6,11.1,0.101685814,,
Buffer Zone CF,STMHWF,Dalbergia sissoo,5,22,11.3,0.107387491,,
Buffer Zone CF,Saal,Shorea robusta,14,22,10.8,0.102635832,,
Buffer Zone CF,Saal,Shorea robusta,12,22,12.9,0.122592799,,
Buffer Zone CF,Saal,Shorea robusta,12,22,10.7,0.1016855,,
Buffer Zone CF,Saal,Shorea robusta,5.5,22,8.8,0.083629196,,
Buffer Zone CF,Saal,Shorea robusta,16,22,14.3,0.135897444,,
Buffer Zone CF,Saal,Shorea robusta,17,22,12.3,0.116890809,,
Buffer Zone CF,Saal,Shorea robusta,19.5,22,14.6,0.13874844,,
Buffer Zone CF,Saal,Shorea robusta,12.5,22,13.2,0.125443795,,
Buffer Zone CF,Saal,Shorea robusta,7,22,12.3,0.116890809,,
Buffer Zone CF,Saal,Shorea robusta,17,22,12.7,0.120692136,,
Buffer Zone CF,Saal,Shorea robusta,17,22,16.3,0.15490408,,
Buffer Zone CF,Saal,Shorea robusta,15,22,13.9,0.132096117,,
Buffer Zone CF,Saal,Shorea robusta,9.5,22,12.8,0.121642468,,
Buffer Zone CF,Saal,Shorea robusta,14,22,12.8,0.121642468,,
Buffer Zone CF,Saal,Shorea robusta,12,22,9,0.08552986,,
Buffer Zone CF,Saal,Shorea robusta,5.5,22,16,0.152053084,,
Buffer Zone CF,Saal,Shorea robusta,12,22,14.9,0.141599435,,
Buffer Zone CF,Saal,Shorea robusta,8,22,12,0.114039813,,
Buffer Zone CF,Saal,Shorea robusta,14,22,15.5,0.147301426,,
Buffer Zone CF,Saal,Shorea robusta,19,22,14.2,0.134947112,,
Buffer Zone CF,Saal,Dalbergia latifolia,15,22,18.2,0.172960384,,
Buffer Zone CF,Saal,Shorea robusta,13.5,22,16,0.152053084,,
Buffer Zone CF,Saal,Tectona grandis,9,22,15.1,0.143500098,,
Buffer Zone CF,Saal,Shorea robusta,8.5,22,14.2,0.134947112,,
Buffer Zone CF,Saal,Shorea robusta,14,22,16.8,0.159655739,,
Buffer Zone CF,Saal,Shorea robusta,14,22,15.3,0.145400762,,
Buffer Zone CF,Saal,Shorea robusta,14,22,15.8,0.150152421,,
Buffer Zone CF,Saal,Shorea robusta,13.5,22,14.5,0.137798108,,
Buffer Zone CF,Saal,Shorea robusta,3,22,9,0.08552986,,
Buffer Zone CF,Saal,Shorea robusta,9,22,10.7,0.1016855,,
Buffer Zone CF,Saal,Shorea robusta,14,22,12.3,0.116890809,,
Buffer Zone CF,Saal,Shorea robusta,13,22,11,0.104536496,,
Buffer Zone CF,Saal,Shorea robusta,2,22,12.1,0.114990145,,
Buffer Zone CF,Saal,Shorea robusta,11,22,11,0.104536496,,
Buffer Zone CF,Saal,Shorea robusta,12,22,12.7,0.120692136,,
Buffer Zone CF,Saal,Shorea robusta,10,22,14.3,0.135897444,,
Buffer Zone CF,Saal,Shorea robusta,11,22,12.8,0.121642468,,
Buffer Zone CF,Saal,Shorea robusta,5.5,22,17.8,0.169159056,,
Buffer Zone CF,Saal,Shorea robusta,10,22,10.4,0.098834505,,
Buffer Zone CF,Saal,Shorea robusta,15,22,14.2,0.134947112,,
Buffer Zone CF,Saal,Shorea robusta,17,22,14,0.133046449,,
Buffer Zone CF,Saal,Shorea robusta,18,22,7,0.066523224,,
Buffer Zone CF,Saal,Shorea robusta,16,22,26,0.247086262,,
Buffer Zone CF,Saal,Shorea robusta,9.5,22,31,0.294602851,,
Buffer_zone,Saal,Shorea robusta,18,22,10.9,0.103586164,,
Buffer_zone,Saal,Shorea robusta,8,22,9.4,0.089331187,,
Buffer_zone,Saal,Shorea robusta,18,22,16.5,0.156804743,,
Buffer_zone,Saal,Shorea robusta,19.5,22,13.4,0.127344458,,
Buffer_zone,Saal,Shorea robusta,14,22,9.8,0.093132514,,
Buffer_zone,Saal,Shorea robusta,16,22,9.8,0.093132514,,
Buffer_zone,Saal,Shorea robusta,6.5,22,13.7,0.130195454,,
Buffer_zone,Saal,Shorea robusta,9,22,15.5,0.147301426,,
Buffer_zone,Saal,Shorea robusta,7,22,14.7,0.139698771,,
Buffer_zone,Saal,Shorea robusta,9,22,14.8,0.140649103,,
Buffer_zone,Saal,Shorea robusta,12.5,22,12.9,0.122592799,,
Buffer_zone,Saal,Shorea robusta,12.5,22,10.8,0.102635832,,
Buffer_zone,Saal,Shorea robusta,6.5,22,7.2,0.068423888,,
Buffer_zone,Saal,Terminalia alata,4.5,22,5.5,0.052268248,,
Buffer_zone,Saal,Cleistocalyx operculatus,10,22,8.5,0.080778201,,
Buffer_zone,Saal,Terminalia alata,3.5,22,5.5,0.052268248,,
Buffer_zone,Saal,Shorea robusta,14,22,12.8,0.121642468,,
Buffer_zone,Saal,Shorea robusta,9.5,22,17.2,0.163457066,,
Buffer_zone,Saal,Shorea robusta,15,22,15.6,0.148251757,,
Buffer_zone,Saal,Shorea robusta,2,22,18.9,0.179612706,,
Buffer_zone,Saal,Shorea robusta,4.5,22,18.6,0.176761711,,
Buffer_zone,Saal,Lagerstroemia parviflora,6,22,15.5,0.147301426,,
Buffer_zone,Saal,Shorea robusta,15,22,13,0.123543131,,
Buffer_zone,Saal,Shorea robusta,7.5,22,15,0.142549767,,
Buffer_zone,Saal,Shorea robusta,16,22,12.5,0.118791472,,
Buffer_zone,Saal,Shorea robusta,16,22,13.2,0.125443795,,
Buffer_zone,STMHWF,Shorea robusta,13.5,22,7.8,0.074125879,,
Buffer_zone,STMHWF,Rhus wallichii,16,22,7.5,0.071274883,,
Buffer_zone,Saal,Shorea robusta,16.3,22,11.7,0.111188818,,
Buffer_zone,Saal,Shorea robusta,11,22,15.7,0.149202089,,
Buffer_zone,Saal,Shorea robusta,19.5,22,15.3,0.145400762,,
Buffer_zone,Saal,Shorea robusta,1,22,13.2,0.125443795,,
Buffer_zone,Saal,Shorea robusta,5,22,11.8,0.11213915,,
Buffer_zone,Saal,Shorea robusta,10,22,13.4,0.127344458,,
Buffer_zone,Saal,Cleistocalyx operculatus,6,22,11.4,0.108337823,,
Buffer_zone,Saal,Shorea robusta,16,22,16.9,0.16060607,,
Buffer_zone,Saal,Terminalia alata,9.5,22,9.5,0.090281519,,
Buffer_zone,Saal,Cleistocalyx operculatus,5,22,8,0.076026542,,
Buffer_zone,Saal,Shorea robusta,11,22,12.3,0.116890809,,
Buffer_zone,Saal,Shorea robusta,11,22,15.6,0.148251757,,
Buffer_zone,Saal,Shorea robusta,17,22,15.4,0.146351094,,
Buffer_zone,Saal,Shorea robusta,17,22,14.5,0.137798108,,
Buffer_zone,Saal,Shorea robusta,16,22,19.7,0.18721536,,
Buffer_zone,Saal,Shorea robusta,18.5,22,12.4,0.11784114,,
Buffer_zone,Saal,Shorea robusta,15,22,12.9,0.122592799,,
Buffer_zone,Saal,Shorea robusta,9,22,12.1,0.114990145,,
Buffer_zone,Saal,Shorea robusta,14,22,11,0.104536496,,
Buffer_zone,Saal,Shorea robusta,18,22,16,0.152053084,,
Buffer_zone,Saal,Shorea robusta,4.5,22,17.9,0.170109388,,
Buffer_zone,Saal,Shorea robusta,14,22,12,0.114039813,,
Buffer_zone,Saal,Shorea robusta,19,22,13.4,0.127344458,,
Buffer_zone,Saal,Shorea robusta,3,22,12.8,0.121642468,,
Buffer_zone,Saal,Shorea robusta,14,22,17.9,0.170109388,,
Buffer_zone,Saal,Shorea robusta,9,22,15.7,0.149202089,,
Buffer_zone,Saal,Shorea robusta,10,22,13,0.123543131,,
Buffer_zone,Saal,Shorea robusta,5,22,18.4,0.174861047,,
Buffer_zone,Saal,Shorea robusta,9.5,22,12,0.114039813,,
Buffer_zone,Saal,Shorea robusta,9,22,19.2,0.182463701,,
Buffer_zone,Saal,Shorea robusta,16.5,22,16.8,0.159655739,,
Buffer_zone,Saal,Shorea robusta,10,22,14,0.133046449,,
Buffer_zone,Saal,Shorea robusta,17,22,14,0.133046449,,
Buffer_zone,Saal,Cleistocalyx operculatus,5,22,6,0.057019907,,
Buffer_zone,Saal,Shorea robusta,11,22,13.8,0.131145785,,
Buffer_zone,Saal,Shorea robusta,2.5,22,12.5,0.118791472,,
Buffer_zone,Saal,Shorea robusta,11,22,17,0.161556402,,
Buffer_zone,Saal,Shorea robusta,12,22,14.8,0.140649103,,
Buffer_zone,Saal,Terminalia alata,6,22,17,0.161556402,,
Buffer_zone,Saal,Terminalia alata,15.5,22,16.5,0.156804743,,
Buffer_zone,Saal,Shorea robusta,16,22,17.5,0.166308061,,
Buffer_zone,Saal,Shorea robusta,10.5,22,15.5,0.147301426,,
Buffer_zone,Saal,Terminalia alata,15,22,9.3,0.088380855,,
Buffer_zone,Saal,Terminalia alata,14.5,22,17,0.161556402,,
Buffer_zone,Saal,Shorea robusta,14,22,16.5,0.156804743,,
Buffer_zone,Saal,Cleistocalyx operculatus,12,22,12,0.114039813,,
Buffer_zone,Saal,Shorea robusta,20,22,15,0.142549767,,
Buffer_zone,Saal,Shorea robusta,4.5,22,14.3,0.135897444,,
Buffer_zone,Saal,Shorea robusta,7,22,11.5,0.109288154,,
Buffer_zone,Saal,Shorea robusta,15,22,13.5,0.12829479,,
Buffer_zone,Saal,Shorea robusta,2.5,22,13,0.123543131,,
Buffer_zone,Saal,Shorea robusta,6,22,14.5,0.137798108,,
Buffer_zone,Saal,Terminalia alata,14.5,22,13.5,0.12829479,,
Buffer_zone,Saal,Shorea robusta,19,22,13.5,0.12829479,,
Buffer_zone,STMHWF,Terminalia alata,11,22,15,0.142549767,,
Buffer_zone,STMHWF,Shorea robusta,10,22,10,0.095033178,,
Buffer_zone,STMHWF,Shorea robusta,8,22,15,0.142549767,,
Buffer_zone,STMHWF,Rhus wallichii,8,22,7,0.066523224,,
Buffer_zone,STMHWF,Terminalia alata,5,22,12,0.114039813,,
Buffer_zone,Saal,Cleistocalyx operculatus,16,22,29,0.275596216,,
Buffer_zone,Saal,Shorea robusta,11,22,19,0.180563038,,
Buffer_zone,Saal,Shorea robusta,8,22,15,0.142549767,,
Buffer_zone,Saal,Shorea robusta,4.5,22,17,0.161556402,,
Buffer_zone,Saal,Shorea robusta,15,22,19.3,0.183414033,,
Buffer_zone,Saal,Shorea robusta,5,22,21.3,0.202420669,,
Buffer_zone,Saal,Shorea robusta,13,22,18,0.17105972,,
Buffer_zone,Saal,Shorea robusta,8,22,15.6,0.148251757,,
Buffer_zone,Saal,Shorea robusta,7.5,22,17.6,0.167258393,,
Buffer_zone,Saal,Shorea robusta,7.2,22,19,0.180563038,,
Buffer_zone,Saal,Shorea robusta,8,22,20,0.190066356,,
Buffer_zone,Saal,Cleistocalyx operculatus,12,22,12.3,0.116890809,,
Buffer_zone,Saal,Shorea robusta,4,22,13.5,0.12829479,,
Buffer_zone,Saal,Trewia nudiflora,1.5,22,10.8,0.102635832,,
Buffer_zone,Saal,Shorea robusta,5.5,22,13.5,0.12829479,,
Buffer_zone,Saal,Shorea robusta,4.5,22,13,0.123543131,,
Buffer_zone,Saal,Shorea robusta,8,22,13.5,0.12829479,,
Buffer_zone,Saal,Terminalia alata,6.5,22,12.5,0.118791472,,
Buffer_zone,Saal,Shorea robusta,13,22,15.5,0.147301426,,
Buffer_zone,Saal,Shorea robusta,17,22,13.5,0.12829479,,
Buffer_zone,Saal,Cleistocalyx operculatus,18,22,10.5,0.099784837,,
Buffer_zone,Saal,Terminalia alata,6.5,22,13,0.123543131,,
Community,Saal,Shorea robusta,18,22,14.2,0.134947112,,
Community,Saal,Shorea robusta,9.5,22,9.8,0.093132514,,
Community,Saal,Shorea robusta,14.5,22,12.8,0.121642468,,
Community,Saal,Shorea robusta,14,22,9.6,0.091231851,,
Community,Saal,Shorea robusta,17,22,13.1,0.124493463,,
Community,Saal,Shorea robusta,11,22,16.2,0.153953748,,
Community,Saal,Shorea robusta,9.5,22,9.4,0.089331187,,
Community,Saal,Shorea robusta,5,22,15.1,0.143500098,,
Community,Saal,Shorea robusta,10,22,9.5,0.090281519,,
Community,Saal,Shorea robusta,13,22,13,0.123543131,,
Community,Saal,Shorea robusta,11.5,22,15,0.142549767,,
Community,Saal,Shorea robusta,15,22,10.5,0.099784837,,
Community,STMHWF,Shorea robusta,11,22,12.5,0.118791472,,
Community,STMHWF,Rhus wallichii,14.5,22,9.5,0.090281519,,
Community,Saal,Cleistocalyx operculatus,6,22,8.5,0.080778201,,
Community,Saal,Cleistocalyx operculatus,12.5,22,9.5,0.090281519,,
Community,Saal,Shorea robusta,12,22,15,0.142549767,,
Community,Saal,Shorea robusta,5.5,22,14,0.133046449,,
Community,Saal,Shorea robusta,9.5,22,13,0.123543131,,
Community,Saal,Shorea robusta,13.5,22,15,0.142549767,,
Community,Saal,Shorea robusta,15.5,22,10.5,0.099784837,,
Community,TMHWF,Cleistocalyx operculatus,3.5,22,6.3,0.059870902,,
Community,STMHWF,Shorea robusta,13.5,22,8.5,0.080778201,,
Community,STMHWF,Cleistocalyx operculatus,14.5,22,7.3,0.06937422,,
Community,Saal,Shorea robusta,17.2,22,11.3,0.107387491,,
Community,Saal,Cleistocalyx operculatus,18.2,22,7.3,0.06937422,,
Protected,Saal,Shorea robusta,7.5,22,17,0.161556402,,
Protected,Saal,Shorea robusta,6,22,14,0.133046449,,
Protected,STMHWF,Shorea robusta,11,22,15.1,0.143500098,,
Protected,TMHWF,Dillenia pentagyna,19.5,22,11,0.104536496,,
Protected,TMHWF,Trewia nudiflora,16,22,9,0.08552986,,
Protected,STMHWF,Cleistocalyx operculatus,5,22,8,0.076026542,,
Protected,STMHWF,Cleistocalyx operculatus,12,22,15,0.142549767,,
Protected,STMHWF,Terminalia alata,7,22,9,0.08552986,,
Protected,Saal,Shorea robusta,13,22,15,0.142549767,,
Protected,Saal,Shorea robusta,5.5,22,16,0.152053084,,
Protected,Saal,Shorea robusta,12,22,13,0.123543131,,
Protected,Saal,Shorea robusta,9,22,13,0.123543131,,
Protected,Saal,Shorea robusta,6,22,15,0.142549767,,
Protected,Saal,Shorea robusta,15,22,16,0.152053084,,
Protected,Saal,Shorea robusta,17,22,15,0.142549767,,
Protected,Saal,Shorea robusta,9,22,15,0.142549767,,
Protected,Saal,Shorea robusta,12,22,19,0.180563038,,
Protected,Saal,Shorea robusta,5,22,13,0.123543131,,
Protected,Saal,Shorea robusta,8,22,13,0.123543131,,
Buffer Zone CF,Saal,Shorea robusta,12,22.3,12.3,0.120100476,,
Buffer Zone CF,Saal,Shorea robusta,14.5,22.3,30,0.29292799,,
Buffer Zone CF,Saal,Shorea robusta,0,22.3,13,0.126935462,,
Buffer Zone CF,Saal,Shorea robusta,8.3,22.3,19,0.18552106,,
Buffer Zone CF,Saal,Shorea robusta,18.5,22.3,18,0.175756794,,
Buffer Zone CF,Saal,Shorea robusta,15,22.3,18,0.175756794,,
Buffer Zone CF,Saal,Shorea robusta,19,22.3,4,0.039057065,,
Buffer Zone CF,Saal,Shorea robusta,10,22.3,21,0.205049593,,
Buffer Zone CF,Saal,Shorea robusta,3.4,22.3,23,0.224578125,,
Buffer_zone,Saal,Shorea robusta,19.5,22.3,14.5,0.141581862,,
Buffer_zone,Saal,Shorea robusta,12,22.3,8.9,0.08690197,,
Buffer_zone,STMHWF,Shorea robusta,17,22.3,16.1,0.157204688,,
Buffer_zone,STMHWF,Shorea robusta,18,22.3,13,0.126935462,,
Buffer_zone,STMHWF,Terminalia alata,14,22.3,11.5,0.112289063,,
Buffer_zone,STMHWF,Terminalia alata,7,22.3,14,0.136699728,,
Buffer Zone CF,Saal,Shorea robusta,11,22.5,14.6,0.145126854,,
Buffer_zone,Saal,Shorea robusta,7.5,22.5,17.8,0.17693548,,
Buffer_zone,Saal,Shorea robusta,5,22.5,12.4,0.123258424,,
Buffer_zone,Saal,Shorea robusta,5,22.5,15.5,0.15407303,,
Buffer_zone,STMHWF,Cleistocalyx operculatus,15,22.5,8.4,0.083497642,,
Buffer_zone,STMHWF,Ardisia solanacea,2,22.5,12.4,0.123258424,,
Community,Saal,Shorea robusta,10,22.5,13,0.129222542,,
Community,Saal,Shorea robusta,14,22.5,15.1,0.150096952,,
Community,TMHWF,Terminalia alata,16,22.5,7.8,0.077533525,,
Community,Saal,Cleistocalyx operculatus,19,22.5,8.3,0.082503623,,
Buffer Zone CF,Saal,Shorea robusta,5,22.6,14.6,0.146419738,,
Community,Saal,Shorea robusta,19,22.7,6.1,0.061717942,,
Community,Saal,Shorea robusta,13.8,22.8,13.4,0.136774263,,
Buffer Zone CF,Saal,Shorea robusta,19,22.9,22,0.226528858,,
Buffer Zone CF,Saal,Shorea robusta,4.3,22.9,22,0.226528858,,
Buffer_zone,Saal,Shorea robusta,15.5,22.9,16.3,0.16783729,,
Buffer_zone,Saal,Shorea robusta,11.5,22.9,26.4,0.27183463,,
Buffer_zone,STMHWF,Cleistocalyx operculatus,20,22.9,18.3,0.188430823,,
Buffer Zone CF,Saal,Shorea robusta,17.5,23,14.9,0.154764672,,
Buffer Zone CF,Saal,Shorea robusta,13,23,12.7,0.131913512,,
Buffer Zone CF,Saal,Shorea robusta,14.5,23,12.7,0.131913512,,
Buffer Zone CF,Saal,Shorea robusta,17.5,23,17,0.176577142,,
Buffer Zone CF,Saal,Shorea robusta,7.5,23,17.2,0.17865452,,
Buffer Zone CF,Saal,Shorea robusta,13.5,23,13.5,0.140223025,,
Buffer Zone CF,Saal,Shorea robusta,13.5,23,17.5,0.181770587,,
Buffer Zone CF,Saal,Shorea robusta,15.5,23,10.8,0.11217842,,
Buffer Zone CF,Saal,Shorea robusta,12,23,16.2,0.16826763,,
Buffer Zone CF,Saal,Cleistocalyx operculatus,18.5,23,12.3,0.127758756,,
Buffer Zone CF,Saal,Shorea robusta,15,23,15.2,0.157880739,,
Buffer Zone CF,Saal,Shorea robusta,15,23,16.3,0.169306319,,
Buffer Zone CF,Saal,Shorea robusta,14.5,23,12.3,0.127758756,,
Buffer Zone CF,Saal,Shorea robusta,19,23,17.2,0.17865452,,
Buffer Zone CF,Saal,Shorea robusta,14.5,23,14.5,0.150609915,,
Buffer Zone CF,Saal,Shorea robusta,6.5,23,13.4,0.139184336,,
Buffer Zone CF,Saal,Shorea robusta,4.5,23,12.7,0.131913512,,
Buffer Zone CF,Saal,Cleistocalyx operculatus,11,23,12.2,0.126720067,,
Buffer Zone CF,Saal,Shorea robusta,12,23,14.2,0.147493848,,
Buffer Zone CF,Saal,Shorea robusta,5,23,14,0.14541647,,
Buffer Zone CF,Saal,Shorea robusta,14,23,16,0.166190251,,
Buffer Zone CF,Saal,Shorea robusta,6,23,14,0.14541647,,
Buffer Zone CF,Saal,Shorea robusta,13,23,15.9,0.165151562,,
Buffer Zone CF,Saal,Shorea robusta,7,23,23.5,0.244091932,,
Buffer Zone CF,Saal,Shorea robusta,11,23,24.5,0.254478822,,
Buffer Zone CF,Saal,Shorea robusta,10,23,14,0.14541647,,
Buffer Zone CF,Saal,Shorea robusta,9,23,17.5,0.181770587,,
Buffer Zone CF,Saal,Shorea robusta,5.5,23,23.9,0.248246688,,
Buffer Zone CF,Saal,Shorea robusta,17,23,13.5,0.140223025,,
Buffer Zone CF,STMHWF,Shorea robusta,16,23,14.2,0.147493848,,
Buffer Zone CF,STMHWF,Shorea robusta,13,23,16.7,0.173461075,,
Buffer Zone CF,Saal,Tectona grandis,13,23,15,0.155803361,,
Buffer Zone CF,Saal,Shorea robusta,16,23,15.8,0.164112873,,
Buffer Zone CF,Saal,Shorea robusta,8,23,14,0.14541647,,
Buffer Zone CF,Saal,Shorea robusta,7,23,11.8,0.12256531,,
Buffer Zone CF,Saal,Cleistocalyx operculatus,12.7,23,11,0.114255798,,
Buffer Zone CF,Saal,Shorea robusta,7,23,13,0.135029579,,
Buffer Zone CF,Saal,Shorea robusta,14,23,16.7,0.173461075,,
Buffer Zone CF,Saal,Shorea robusta,16,23,24.3,0.252401444,,
Buffer Zone CF,Saal,Shorea robusta,3,23,6.6,0.068553479,,
Buffer Zone CF,Saal,Shorea robusta,12,23,14,0.14541647,,
Buffer Zone CF,Saal,Shorea robusta,9.5,23,26,0.270059158,,
Buffer Zone CF,Saal,Shorea robusta,14,23,26,0.270059158,,
Buffer Zone CF,Saal,Shorea robusta,13.5,23,24.3,0.252401444,,
Buffer Zone CF,Saal,Shorea robusta,10,23,25,0.259672268,,
Buffer Zone CF,Saal,Shorea robusta,11.5,23,31.2,0.32407099,,
Buffer_zone,Saal,Shorea robusta,13.5,23,9.5,0.098675462,,
Buffer_zone,Saal,Shorea robusta,10.5,23,8.4,0.087249882,,
Buffer_zone,Saal,Shorea robusta,13.5,23,12.3,0.127758756,,
Buffer_zone,Saal,Shorea robusta,18,23,15.3,0.158919428,,
Buffer_zone,Saal,Shorea robusta,4.5,23,13.5,0.140223025,,
Buffer_zone,Saal,Shorea robusta,15.5,23,11.7,0.121526621,,
Buffer_zone,Saal,Shorea robusta,15,23,12.8,0.132952201,,
Buffer_zone,Saal,Shorea robusta,9.5,23,13.8,0.143339092,,
Buffer_zone,Saal,Shorea robusta,5,23,18.2,0.189041411,,
Buffer_zone,Saal,Shorea robusta,10.5,23,14.9,0.154764672,,
Buffer_zone,Saal,Shorea robusta,6,23,13.2,0.137106957,,
Buffer_zone,Saal,Shorea robusta,15,23,12.7,0.131913512,,
Buffer_zone,Saal,Shorea robusta,8,23,16.2,0.16826763,,
Buffer_zone,Saal,Terminalia alata,11,23,10.8,0.11217842,,
Buffer_zone,Saal,Shorea robusta,12,23,9.5,0.098675462,,
Buffer_zone,Saal,Shorea robusta,10,23,12.8,0.132952201,,
Buffer_zone,Saal,Shorea robusta,16,23,12.3,0.127758756,,
Buffer_zone,Saal,Shorea robusta,16.5,23,18.2,0.189041411,,
Buffer_zone,Saal,Shorea robusta,13.5,23,21.8,0.226434217,,
Buffer_zone,Saal,Shorea robusta,13.5,23,16,0.166190251,,
Buffer_zone,Saal,Shorea robusta,18,23,15.8,0.164112873,,
Buffer_zone,Saal,Shorea robusta,4.5,23,15.6,0.162035495,,
Buffer_zone,Saal,Shorea robusta,16.5,23,13.5,0.140223025,,
Buffer_zone,Saal,Shorea robusta,14,23,12.7,0.131913512,,
Buffer_zone,Saal,Shorea robusta,14,23,12,0.124642689,,
Buffer_zone,Saal,Rhus wallichii,12,23,4.2,0.043624941,,
Buffer_zone,Saal,Shorea robusta,17,23,15.5,0.160996806,,
Buffer_zone,STMHWF,Shorea robusta,16.5,23,8.8,0.091404638,,
Buffer_zone,Saal,Shorea robusta,16.3,23,9.8,0.101791529,,
Buffer_zone,Saal,Shorea robusta,15,23,9.9,0.102830218,,
Buffer_zone,Saal,Shorea robusta,2.2,23,11.2,0.116333176,,
